2001:678:1080::/52,BE,BE-VWV,Jabbeke,8490
2001:678:1080:1000::/52,BE,BE-VWV,Oostkamp,8020
2001:678:1080:2100::/56,DE,DE-HE,Frankfurt,
2001:678:1080:2200::/56,BE,BE-VWV,Oostkamp,8020
2001:678:1080:4000::/56,BE,BE-VWV,Jabbeke,8490
